Timestamp,Value
2019-11-25 00:00:00,819995
2019-11-25 01:00:00,819924
2019-11-25 02:00:00,797756
2019-11-25 03:00:00,819305
2019-11-25 04:00:00,818749
2019-11-25 05:00:00,798207
2019-11-25 06:00:00,819004
2019-11-25 07:00:00,799181
2019-11-25 08:00:00,819396
2019-11-25 09:00:00,818592
2019-11-25 10:00:00,798073
2019-11-25 11:00:00,819920
2019-11-25 12:00:00,820263
2019-11-25 13:00:00,800061
2019-11-25 14:00:00,817844
2019-11-25 15:00:00,820361
2019-11-25 16:00:00,797203
2019-11-25 17:00:00,819521
2019-11-25 18:00:00,819559
2019-11-25 19:00:00,798828
2019-11-25 20:00:00,819572
2019-11-25 21:00:00,820366
2019-11-25 22:00:00,799258
2019-11-25 23:00:00,819748
2019-11-26 00:00:00,819174
2019-11-26 01:00:00,800354
2019-11-26 02:00:00,819555
2019-11-26 03:00:00,819534
2019-11-26 04:00:00,799223
2019-11-26 05:00:00,818096
2019-11-26 06:00:00,818740
2019-11-26 07:00:00,799815
2019-11-26 08:00:00,819391
2019-11-26 09:00:00,820152
2019-11-26 10:00:00,799099
2019-11-26 11:00:00,819578
2019-11-26 12:00:00,818399
2019-11-26 13:00:00,797907
2019-11-26 14:00:00,818799
2019-11-26 15:00:00,818595
2019-11-26 16:00:00,798817
2019-11-26 17:00:00,820089
2019-11-26 18:00:00,819827
2019-11-26 19:00:00,799849
2019-11-26 20:00:00,818720
2019-11-26 21:00:00,818898
2019-11-26 22:00:00,798847
2019-11-26 23:00:00,819936
2019-11-28 01:00:00,389371
2019-11-28 02:00:00,818223
2019-11-28 03:00:00,819556
2019-11-28 04:00:00,799175
2019-11-28 05:00:00,819125
2019-11-28 06:00:00,810474
2019-11-28 07:00:00,1009205
2019-11-28 08:00:00,1014164
2019-11-28 09:00:00,1014082
2019-11-28 10:00:00,1003713
2019-11-28 11:00:00,1014360
2019-11-28 12:00:00,1018946
2019-11-28 13:00:00,1003429
2019-11-28 14:00:00,1014726
2019-11-28 15:00:00,1013981
2019-11-28 16:00:00,1004376
2019-11-28 17:00:00,1002816
2019-11-28 18:00:00,1013982
2019-11-28 19:00:00,1005141
2019-11-28 20:00:00,1013639
2019-11-28 21:00:00,1013538
2019-11-28 22:00:00,995915
2019-11-28 23:00:00,1013924
2019-11-29 00:00:00,1014146
2019-11-29 01:00:00,1005755
2019-11-29 02:00:00,1014407
2019-11-29 03:00:00,1004270
2019-11-29 04:00:00,1006448
2019-11-29 05:00:00,1014786
2019-11-29 06:00:00,994602
2019-11-29 07:00:00,1006267
2019-11-29 08:00:00,1003346
2019-11-29 09:00:00,1014761
2019-11-29 10:00:00,1007563
2019-11-29 11:00:00,1014263
2019-11-29 12:00:00,1014934
2019-11-29 13:00:00,996763
2019-11-29 14:00:00,1013570
2019-11-29 15:00:00,993949
2019-11-29 16:00:00,1008804
2019-11-29 17:00:00,1014412
2019-11-29 18:00:00,1003087
2019-11-29 19:00:00,1008232
2019-11-29 20:00:00,1014813
2019-11-29 21:00:00,1015807
2019-11-29 22:00:00,1008884
2019-11-29 23:00:00,1002913
2019-11-30 23:00:00,20410
2019-12-01 00:00:00,1003030
2019-12-01 01:00:00,1013955
2019-12-01 02:00:00,1015478
2019-12-01 03:00:00,1014879
2019-12-01 04:00:00,1013796
2019-12-01 05:00:00,1001753
2019-12-01 06:00:00,1014560
2019-12-01 07:00:00,1012858
